campus,curso,ano,incritos_vest,incritos_sisu,incritos_provare,ingressantes_vest,ingressantes_sisu,ingressantes_provare,ingressantes_geral,primeiro_ano,segundo_ano,terceiro_ano,quarto_ano,quinto_ano,sexto_ano,ano_minino,vagas,ocupação,formados_geral,formados_min,Permanencia
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2009.0,54.0,,,27.0,,,27.0,27.0,33.0,16.0,11.0,,,2006.0,40.0,,8.0,4.0,0.54375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2010.0,48.0,,,16.0,,,16.0,17.0,24.0,23.0,16.0,,,2007.0,40.0,,10.0,5.0,0.5
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2011.0,42.0,,,21.0,,,21.0,19.0,18.0,17.0,23.0,,,2008.0,40.0,,18.0,14.0,0.48125
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2012.0,35.0,,,17.0,,,17.0,17.0,15.0,16.0,14.0,,,2009.0,40.0,82.0,7.0,2.0,0.3875
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2013.0,39.0,,,17.0,,,17.0,17.0,14.0,12.0,15.0,,,2010.0,40.0,66.0,11.0,4.0,0.3625
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2014.0,30.0,143.0,,13.0,7.0,,20.0,20.0,11.0,8.0,13.0,,,2011.0,40.0,59.0,8.0,5.0,0.325
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2015.0,27.0,126.0,,19.0,5.0,,24.0,17.0,15.0,8.0,12.0,,,2012.0,40.0,51.0,6.0,2.0,0.325
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2016.0,27.0,33.0,,14.0,29.0,,43.0,31.0,5.0,20.0,15.0,,,2013.0,40.0,51.0,7.0,1.0,0.44375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2017.0,37.0,97.0,,19.0,13.0,,32.0,33.0,34.0,15.0,20.0,,,2014.0,40.0,75.0,3.0,2.0,0.6375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2018.0,23.0,83.0,,8.0,13.0,,21.0,25.0,23.0,14.0,9.0,,,2015.0,40.0,46.0,4.0,0.0,0.44375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2019.0,23.0,108.0,,11.0,8.0,,19.0,21.0,19.0,21.0,15.0,,,2016.0,40.0,94.0,12.0,3.0,0.475
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2020.0,16.0,84.0,,7.0,6.0,,13.0,14.0,12.0,14.0,29.0,,,2017.0,40.0,106.0,9.0,4.0,0.43125
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2021.0,11.0,40.0,,18.0,2.0,,20.0,20.0,14.0,13.0,30.0,,,2018.0,40.0,88.0,18.0,7.0,0.48125
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2022.0,13.0,21.0,17.0,6.0,0.0,5.0,11.0,1.0,17.0,10.0,21.0,,,2019.0,40.0,67.0,11.0,5.0,0.30625
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2023.0,16.0,13.0,,2.0,1.0,5.0,8.0,13.0,0.0,12.0,17.0,,,2020.0,40.0,55.0,8.0,3.0,0.2625
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2024.0,,,,,,,0.0,,6.0,0.0,15.0,,,2021.0,0.0,64.0,7.0,4.0,#DIV/0!
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Matutino - Marechal Cândido Rondon,2025.0,,,,,,,0.0,,,6.0,6.0,,,2022.0,0.0,7.0,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2009.0,103.0,,,43.0,,,43.0,48.0,36.0,15.0,34.0,,,2006.0,40.0,,17.0,6.0,0.83125
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2010.0,73.0,,,35.0,,,35.0,38.0,34.0,18.0,29.0,,,2007.0,40.0,,15.0,4.0,0.74375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2011.0,91.0,,,41.0,,,41.0,46.0,27.0,32.0,18.0,,,2008.0,40.0,,9.0,1.0,0.76875
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2012.0,52.0,,,25.0,,,25.0,23.0,29.0,22.0,22.0,,,2009.0,40.0,136.0,6.0,1.0,0.6
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2013.0,78.0,,,40.0,,,40.0,33.0,24.0,22.0,33.0,,,2010.0,40.0,120.0,14.0,3.0,0.7
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2014.0,60.0,225.0,,26.0,15.0,,41.0,44.0,26.0,13.0,35.0,,,2011.0,40.0,132.0,14.0,6.0,0.7375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2015.0,51.0,158.0,,27.0,10.0,,37.0,44.0,23.0,12.0,24.0,,,2012.0,40.0,84.0,6.0,1.0,0.64375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2016.0,56.0,43.0,,13.0,20.0,,33.0,42.0,24.0,11.0,27.0,,,2013.0,40.0,98.0,13.0,6.0,0.65
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2017.0,64.0,189.0,,22.0,17.0,,39.0,44.0,34.0,15.0,20.0,,,2014.0,40.0,98.0,3.0,2.0,0.70625
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2018.0,51.0,184.0,,26.0,14.0,,40.0,44.0,31.0,21.0,24.0,,,2015.0,40.0,107.0,12.0,3.0,0.75
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2019.0,34.0,95.0,,16.0,4.0,,20.0,27.0,35.0,31.0,24.0,,,2016.0,40.0,121.0,6.0,8.0,0.73125
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2020.0,28.0,86.0,,11.0,4.0,,15.0,16.0,21.0,27.0,27.0,,,2017.0,40.0,133.0,12.0,8.0,0.56875
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2021.0,12.0,31.0,,34.0,4.0,,38.0,39.0,9.0,13.0,26.0,,,2018.0,40.0,132.0,4.0,2.0,0.54375
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2022.0,17.0,24.0,33.0,21.0,3.0,12.0,36.0,1.0,49.0,10.0,28.0,,,2019.0,40.0,89.0,10.0,1.0,0.55
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2023.0,35.0,23.0,,7.0,3.0,14.0,24.0,46.0,0.0,23.0,25.0,,,2020.0,40.0,60.0,12.0,2.0,0.5875
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2024.0,14.0,40.0,,7.0,6.0,7.0,20.0,21.0,28.0,0.0,29.0,,,2021.0,0.0,140.0,9.0,4.0,#DIV/0!
CMCR,Curso: História - Licenciatura -  40 vagas 4 anos Noturno - Marechal Cândido Rondon,2025.0,,,,,,,0.0,33.0,20.0,20.0,15.0,,,2022.0,0.0,16.0,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2009.0,129.0,,,33.0,,,33.0,41.0,37.0,41.0,32.0,,,2006.0,40.0,,26.0,20.0,0.94375
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2010.0,124.0,,,42.0,,,42.0,49.0,31.0,32.0,32.0,,,2007.0,40.0,,32.0,22.0,0.9
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2011.0,113.0,,,40.0,,,40.0,48.0,43.0,23.0,29.0,,,2008.0,40.0,,16.0,11.0,0.89375
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2012.0,83.0,,,38.0,,,38.0,41.0,33.0,32.0,27.0,,,2009.0,40.0,122.0,17.0,11.0,0.83125
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2013.0,77.0,,,38.0,,,38.0,45.0,31.0,32.0,33.0,,,2010.0,40.0,157.0,25.0,20.0,0.88125
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2014.0,90.0,364.0,,27.0,17.0,,44.0,47.0,38.0,31.0,29.0,,,2011.0,44.0,142.0,28.0,23.0,0.8238636364
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2015.0,55.0,196.0,,30.0,12.0,,42.0,49.0,34.0,31.0,25.0,,,2012.0,44.0,128.0,16.0,12.0,0.7897727273
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2016.0,74.0,59.0,,23.0,24.0,,47.0,48.0,34.0,37.0,29.0,,,2013.0,44.0,143.0,16.0,9.0,0.8409090909
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2017.0,93.0,192.0,,21.0,23.0,,44.0,47.0,30.0,32.0,36.0,,,2014.0,44.0,154.0,27.0,16.0,0.8238636364
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2018.0,45.0,157.0,,16.0,16.0,,32.0,34.0,30.0,23.0,22.0,,,2015.0,44.0,137.0,13.0,8.0,0.6193181818
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2019.0,50.0,147.0,,15.0,16.0,,31.0,32.0,27.0,28.0,22.0,,,2016.0,44.0,123.0,17.0,8.0,0.6193181818
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2020.0,52.0,130.0,,22.0,11.0,,33.0,34.0,23.0,22.0,36.0,,,2017.0,44.0,141.0,26.0,20.0,0.6534090909
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2021.0,34.0,47.0,,36.0,4.0,,40.0,43.0,26.0,18.0,19.0,,,2018.0,44.0,102.0,10.0,5.0,0.6022727273
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2022.0,32.0,37.0,65.0,18.0,0.0,18.0,36.0,38.0,27.0,21.0,20.0,,,2019.0,44.0,93.0,16.0,7.0,0.6022727273
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2023.0,48.0,43.0,,14.0,7.0,9.0,30.0,36.0,26.0,20.0,21.0,,,2020.0,44.0,102.0,19.0,16.0,0.5852272727
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2024.0,28.0,38.0,,8.0,6.0,14.0,28.0,29.0,19.0,22.0,20.0,,,2021.0,44.0,110.0,17.0,10.0,0.5113636364
CMCR,"Curso: Letras - Português / Inglês - Alemão - Espanhol = 40 vagas até 2013, após 44 vagas - 4 anos  Noturno - Marechal Cândido Rondon",2025.0,58.0,,,,,,0.0,46.0,16.0,17.0,15.0,,,2022.0,44.0,101.0,,,0.5340909091
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2009.0,65.0,,,17.0,,,17.0,18.0,13.0,16.0,14.0,,,2006.0,15.0,,14.0,11.0,1.016666667
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2010.0,66.0,,,17.0,,,17.0,17.0,12.0,17.0,12.0,,,2007.0,15.0,,11.0,7.0,0.9666666667
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2011.0,45.0,,,15.0,,,15.0,17.0,19.0,10.0,13.0,,,2008.0,15.0,,6.0,4.0,0.9833333333
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2012.0,40.0,,,15.0,,,15.0,16.0,14.0,18.0,13.0,,,2009.0,15.0,53.0,7.0,4.0,1.016666667
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2013.0,47.0,,,16.0,,,16.0,16.0,14.0,16.0,19.0,,,2010.0,15.0,73.0,12.0,10.0,1.083333333
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2014.0,42.0,94.0,,8.0,8.0,,16.0,21.0,17.0,17.0,14.0,,,2011.0,16.0,61.0,15.0,11.0,1.078125
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2015.0,27.0,66.0,,8.0,8.0,,16.0,21.0,13.0,11.0,14.0,,,2012.0,16.0,61.0,9.0,6.0,0.921875
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2016.0,42.0,25.0,,8.0,8.0,,16.0,20.0,15.0,13.0,11.0,,,2013.0,16.0,55.0,5.0,3.0,0.921875
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2017.0,61.0,76.0,,9.0,7.0,,16.0,20.0,18.0,12.0,14.0,,,2014.0,16.0,61.0,13.0,7.0,1
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2018.0,33.0,64.0,,8.0,8.0,,16.0,18.0,17.0,13.0,9.0,,,2015.0,16.0,57.0,5.0,4.0,0.890625
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2019.0,33.0,70.0,,8.0,8.0,,16.0,16.0,14.0,15.0,14.0,,,2016.0,16.0,65.0,9.0,5.0,0.921875
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2020.0,32.0,62.0,,9.0,8.0,,17.0,18.0,8.0,9.0,18.0,,,2017.0,16.0,70.0,12.0,10.0,0.828125
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2021.0,20.0,19.0,,11.0,3.0,,14.0,15.0,13.0,6.0,8.0,,,2018.0,16.0,49.0,4.0,1.0,0.65625
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2022.0,24.0,12.0,40.0,6.0,0.0,14.0,20.0,21.0,10.0,9.0,7.0,,,2019.0,16.0,37.0,7.0,3.0,0.734375
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2023.0,23.0,19.0,,8.0,5.0,1.0,14.0,18.0,12.0,7.0,9.0,,,2020.0,16.0,49.0,8.0,7.0,0.71875
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2024.0,18.0,16.0,,5.0,5.0,8.0,18.0,18.0,12.0,11.0,5.0,,,2021.0,16.0,37.0,5.0,1.0,0.71875
CMCR,"Curso: Letras - Português / Inglês - até 2013  15 vagas, após 16 vagas - 4 anos  Noturno- Marechal Cândido Rondon",2025.0,43.0,,,,,,0.0,24.0,9.0,9.0,9.0,,,2022.0,16.0,53.0,,,0.796875
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2009.0,58.0,,,15.0,,,15.0,16.0,17.0,16.0,10.0,,,2006.0,15.0,,6.0,5.0,0.9833333333
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2010.0,37.0,,,15.0,,,15.0,19.0,16.0,10.0,15.0,,,2007.0,15.0,,16.0,12.0,1
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2011.0,55.0,,,15.0,,,15.0,19.0,16.0,9.0,11.0,,,2008.0,15.0,,8.0,5.0,0.9166666667
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2012.0,36.0,,,15.0,,,15.0,17.0,13.0,8.0,13.0,,,2009.0,15.0,54.0,8.0,7.0,0.85
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2013.0,21.0,,,15.0,,,15.0,22.0,13.0,13.0,11.0,,,2010.0,15.0,54.0,10.0,8.0,0.9833333333
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2014.0,40.0,123.0,,8.0,8.0,,16.0,15.0,15.0,11.0,12.0,,,2011.0,16.0,57.0,11.0,10.0,0.828125
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2015.0,19.0,85.0,,14.0,2.0,,16.0,16.0,13.0,16.0,9.0,,,2012.0,16.0,50.0,4.0,4.0,0.84375
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2016.0,28.0,22.0,,8.0,8.0,,16.0,13.0,13.0,16.0,14.0,,,2013.0,16.0,67.0,10.0,5.0,0.875
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2017.0,23.0,74.0,,6.0,9.0,,15.0,14.0,9.0,13.0,13.0,,,2014.0,16.0,57.0,9.0,5.0,0.765625
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2018.0,21.0,65.0,,8.0,8.0,,16.0,16.0,13.0,10.0,13.0,,,2015.0,16.0,55.0,8.0,4.0,0.8125
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2019.0,9.0,46.0,,7.0,8.0,,15.0,18.0,13.0,13.0,8.0,,,2016.0,16.0,40.0,8.0,3.0,0.8125
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2020.0,14.0,35.0,,8.0,3.0,,11.0,11.0,9.0,8.0,14.0,,,2017.0,16.0,54.0,10.0,8.0,0.65625
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2021.0,12.0,10.0,,14.0,1.0,,15.0,17.0,11.0,8.0,6.0,,,2018.0,16.0,43.0,4.0,3.0,0.65625
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2022.0,8.0,7.0,19.0,10.0,0.0,3.0,13.0,14.0,12.0,10.0,8.0,,,2019.0,16.0,43.0,6.0,4.0,0.6875
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2023.0,20.0,7.0,,5.0,1.0,6.0,12.0,14.0,12.0,9.0,10.0,,,2020.0,16.0,42.0,9.0,7.0,0.703125
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2024.0,8.0,14.0,,2.0,1.0,5.0,8.0,9.0,6.0,9.0,10.0,,,2021.0,16.0,48.0,7.0,6.0,0.53125
CMCR,"Curso: Letras - Português / Espanhol - até 2013 15 vagas, após 16 vagas -  4 anos  Noturno - Marechal Cândido Rondon",2025.0,15.0,,,,,,0.0,22.0,6.0,6.0,4.0,,,2022.0,16.0,39.0,,,0.59375
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2009.0,6.0,,,1.0,,,1.0,7.0,7.0,9.0,8.0,,,2006.0,15.0,,6.0,4.0,0.5166666667
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2010.0,21.0,,,9.0,,,9.0,13.0,3.0,5.0,5.0,,,2007.0,15.0,,5.0,3.0,0.4333333333
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2011.0,13.0,,,10.0,,,10.0,12.0,8.0,4.0,5.0,,,2008.0,15.0,,2.0,2.0,0.4833333333
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2012.0,7.0,,,8.0,,,8.0,7.0,6.0,6.0,2.0,,,2009.0,15.0,16.0,2.0,0.0,0.35
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2013.0,9.0,,,7.0,,,7.0,8.0,4.0,3.0,3.0,,,2010.0,15.0,30.0,3.0,2.0,0.3
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2014.0,8.0,147.0,,9.0,1.0,,10.0,12.0,6.0,3.0,3.0,,,2011.0,16.0,24.0,2.0,2.0,0.375
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2015.0,6.0,45.0,,8.0,1.0,,9.0,14.0,8.0,9.0,2.0,,,2012.0,16.0,16.0,3.0,2.0,0.515625
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2016.0,4.0,12.0,,7.0,7.0,,14.0,17.0,7.0,8.0,4.0,,,2013.0,16.0,27.0,1.0,1.0,0.5625
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2017.0,9.0,42.0,,6.0,7.0,,13.0,14.0,6.0,7.0,8.0,,,2014.0,16.0,36.0,4.0,3.0,0.546875
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2018.0,3.0,28.0,,6.0,4.0,,10.0,9.0,11.0,9.0,7.0,,,2015.0,16.0,35.0,4.0,1.0,0.5625
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2019.0,8.0,31.0,,5.0,5.0,,10.0,12.0,5.0,5.0,7.0,,,2016.0,16.0,39.0,5.0,3.0,0.453125
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2020.0,6.0,33.0,,5.0,0.0,,5.0,5.0,6.0,5.0,4.0,,,2017.0,16.0,34.0,4.0,2.0,0.3125
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2021.0,2.0,18.0,,11.0,0.0,,11.0,11.0,2.0,4.0,5.0,,,2018.0,16.0,24.0,2.0,1.0,0.34375
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2022.0,3.0,18.0,6.0,2.0,0.0,1.0,3.0,3.0,5.0,2.0,5.0,,,2019.0,16.0,27.0,3.0,0.0,0.234375
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2023.0,5.0,17.0,,1.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,,,2020.0,16.0,11.0,2.0,2.0,0.1875
CMCR,"Curso: Letras - Português / Alemão - até 2013 10 vagas, após 12 vagas  - 4 anos  Noturno - Marechal Cândido Rondon",2024.0,2.0,8.0,,1.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,,,2021.0,16.0,25.0,5.0,3.0,0.15625
